Sale_Id;Product_Id;Customer_Id;Salesman_Id;Sale_Amount;Sale_Date
521905;52954321;201815;335;1;2017.12.15
522005;61154321;201815;435;1;2014.10.08
522105;74798765;201815;435;2;2011.08.23
522205;78498765;201815;435;1;2011.01.25
522305;78998765;201815;135;2;2013.10.30
522405;81998765;201815;235;3;2012.07.06
522505;97298765;201815;335;3;2012.10.20
522605;13612345;201816;141;1;2012.04.01
522705;12512345;201816;141;1;2014.11.01
522805;21812345;201816;141;1;2013.08.15
522905;20712345;201816;241;1;2014.04.06
523005;34112345;201816;241;3;2018.05.02
523105;30712345;201816;241;3;2017.09.19
523205;42954321;201816;341;3;2014.04.22
523305;50554321;201816;341;3;2013.03.16
523405;53454321;201816;341;3;2010.04.12
523505;61454321;201816;441;2;2016.10.31
523605;75198765;201816;441;2;2011.03.25
523705;73098765;201816;441;1;2010.04.02
523805;75898765;201816;141;1;2016.07.28
523905;83998765;201816;241;2;2010.02.23
524005;90998765;201816;341;2;2010.05.05
524105;10912345;201817;142;3;2017.08.14
524205;11512345;201817;142;3;2011.02.23
524305;23512345;201817;142;2;2012.01.12
524405;23712345;201817;242;3;2010.03.13
524505;33312345;201817;242;3;2010.03.03
524605;30312345;201817;242;3;2016.09.14
524705;43654321;201817;342;1;2013.09.21
524805;53354321;201817;342;2;2016.10.22
524905;51254321;201817;342;2;2016.04.28
525005;63554321;201817;442;1;2012.05.16
525105;75698765;201817;442;3;2018.01.15
525205;74198765;201817;442;1;2012.08.19
525305;78798765;201817;142;3;2012.10.28
525405;82498765;201817;242;1;2014.12.28
525505;94398765;201817;342;1;2016.03.28
525605;14412345;201818;143;3;2010.06.20
525705;11012345;201818;143;2;2012.11.27
525805;24512345;201818;143;3;2017.04.01
525905;22512345;201818;243;3;2016.09.04
526005;30112345;201818;243;3;2015.01.20
526105;34712345;201818;243;2;2016.11.24
526205;42754321;201818;343;1;2014.10.28
526305;50954321;201818;343;1;2018.04.06
526405;52154321;201818;343;1;2015.04.01
526505;60454321;201818;443;3;2013.06.20
526605;71798765;201818;443;1;2011.09.30
526705;77698765;201818;443;3;2012.01.10
526805;71098765;201818;143;1;2018.03.08
526905;80498765;201818;243;2;2016.03.02
527005;90998765;201818;343;3;2017.11.10
527105;11112345;201819;144;3;2010.03.20
527205;12612345;201819;144;1;2016.12.02
527305;20912345;201819;144;2;2012.03.05
527405;22412345;201819;244;3;2017.05.21
527505;33912345;201819;244;3;2011.04.10
527605;33112345;201819;244;3;2013.05.01
527705;43454321;201819;344;3;2018.01.01
527805;53954321;201819;344;3;2010.12.08
527905;52954321;201819;344;1;2010.01.09
528005;63754321;201819;444;2;2012.12.05
528105;72298765;201819;444;3;2016.08.12
528205;78498765;201819;444;1;2016.04.02
528305;77598765;201819;144;1;2015.12.23
528405;81398765;201819;244;1;2012.10.19
528505;92998765;201819;344;1;2012.07.14
528605;14812345;201820;145;2;2014.01.20
528705;13712345;201820;145;2;2014.09.10
528805;22012345;201820;145;2;2010.02.10
528905;23512345;201820;245;3;2013.11.11
529005;31012345;201820;245;2;2016.06.24
529105;34212345;201820;245;2;2016.05.06
529205;42754321;201820;345;2;2016.02.22
529305;51654321;201820;345;1;2014.03.09
529405;53354321;201820;345;1;2014.04.24
529505;60954321;201820;445;2;2016.07.02
529605;73198765;201820;445;3;2018.04.05
529705;73298765;201820;445;3;2012.08.26
529805;72798765;201820;145;1;2014.03.15
529905;80598765;201820;245;3;2016.09.02
530005;92998765;201820;345;3;2016.06.05
530105;10712345;201821;151;3;2015.12.05
530205;11212345;201821;151;1;2013.11.15
530305;22812345;201821;151;2;2017.09.10
530405;24912345;201821;251;1;2017.12.25
530505;30512345;201821;251;3;2018.04.16
530605;32612345;201821;251;2;2010.01.19
530705;42054321;201821;351;3;2014.08.10
530805;51954321;201821;351;2;2012.03.06
530905;50754321;201821;351;2;2011.11.25
531005;60654321;201821;451;3;2017.12.25
531105;75798765;201821;451;2;2011.09.26
531205;73698765;201821;451;1;2011.10.08
531305;78998765;201821;151;2;2013.10.20
531405;81198765;201821;251;1;2015.12.02
531505;96098765;201821;351;3;2017.05.29
531605;14012345;201822;152;1;2016.01.29
531705;12712345;201822;152;2;2011.11.13
531805;21612345;201822;152;2;2010.04.03
531905;23112345;201822;252;2;2016.03.28
532005;31712345;201822;252;2;2011.06.26
532105;30112345;201822;252;2;2012.05.27
532205;41154321;201822;352;2;2013.11.19
532305;53454321;201822;352;1;2011.02.01
532405;52354321;201822;352;2;2012.01.15
532505;62554321;201822;452;2;2013.10.11
532605;79498765;201822;452;3;2014.10.27
532705;71498765;201822;452;1;2016.05.04
532805;73298765;201822;152;2;2017.06.30
532905;82898765;201822;252;3;2010.06.25
533005;91298765;201822;352;2;2015.10.03
533105;10812345;201823;153;3;2011.04.07
533205;11112345;201823;153;2;2012.12.23
533305;24312345;201823;153;3;2010.03.01
533405;20912345;201823;253;1;2017.05.06
533505;31712345;201823;253;1;2018.04.11
533605;31012345;201823;253;2;2016.07.15
533705;41454321;201823;353;3;2014.07.16
533805;51554321;201823;353;2;2015.03.17
533905;51154321;201823;353;3;2014.05.06
534005;62154321;201823;453;3;2018.03.03
534105;72798765;201823;453;3;2013.04.02
534205;78698765;201823;453;2;2018.04.05
534305;70298765;201823;153;1;2014.01.19
534405;80798765;201823;253;2;2015.02.25
534505;91698765;201823;353;1;2010.03.13
534605;12012345;201824;154;3;2017.03.05
534705;14412345;201824;154;3;2016.09.21
534805;22512345;201824;154;3;2013.12.03
534905;21912345;201824;254;3;2012.07.30
535005;30112345;201824;254;1;2016.03.28
535105;33612345;201824;254;2;2016.03.13
535205;42054321;201824;354;2;2016.10.05
535305;53954321;201824;354;1;2015.10.17
535405;52454321;201824;354;2;2012.10.20
535505;60754321;201824;454;2;2010.12.15
535605;70998765;201824;454;2;2012.10.03
535705;76698765;201824;454;1;2012.04.02
535805;74098765;201824;154;3;2017.01.31
535905;84398765;201824;254;2;2015.06.16
536005;94498765;201824;354;2;2012.10.04
536105;11212345;201825;155;1;2014.06.08
536205;14012345;201825;155;3;2013.11.10
536305;24112345;201825;155;2;2017.04.24
536405;22212345;201825;255;3;2013.08.14
536505;31012345;201825;255;3;2013.04.24
536605;33012345;201825;255;3;2012.02.17
536705;40154321;201825;355;1;2010.04.28
536805;51554321;201825;355;1;2017.12.26
536905;53354321;201825;355;1;2011.08.23
537005;60154321;201825;455;3;2012.06.30
537105;78398765;201825;455;1;2010.04.04
537205;76098765;201825;455;3;2013.11.06
537305;79998765;201825;155;3;2010.03.24
537405;84198765;201825;255;1;2013.06.13
537505;97798765;201825;355;2;2014.04.24
537605;13312345;201826;161;1;2010.01.25
537705;13112345;201826;161;2;2012.07.22
537805;22312345;201826;161;3;2013.01.01
537905;24012345;201826;261;3;2012.01.29
538005;35112345;201826;261;3;2010.04.06
538105;32312345;201826;261;2;2012.12.29
538205;43354321;201826;361;3;2018.02.13
538305;52754321;201826;361;1;2014.08.31
538405;52454321;201826;361;3;2015.02.19
538505;63554321;201826;461;3;2016.03.01
538605;77798765;201826;461;2;2016.06.24
538705;70598765;201826;461;3;2013.01.30
538805;72898765;201826;161;2;2012.05.22
538905;83698765;201826;261;3;2015.09.10
539005;94198765;201826;361;1;2011.09.23
539105;14212345;201827;162;1;2017.09.30
539205;11412345;201827;162;3;2010.03.07
539305;22212345;201827;162;1;2010.10.08
539405;23712345;201827;262;3;2015.02.07
539505;32012345;201827;262;2;2015.06.24
539605;31312345;201827;262;3;2014.02.22
539705;40854321;201827;362;3;2013.10.15
539805;53054321;201827;362;2;2013.07.01
539905;51454321;201827;362;1;2015.08.07
540005;60254321;201827;462;3;2016.01.09
540105;78398765;201827;462;2;2013.08.24
540205;71698765;201827;462;3;2013.10.14
540305;70498765;201827;162;3;2010.10.30
540405;82698765;201827;262;2;2011.03.19
540505;90198765;201827;362;3;2011.12.30
540605;10512345;201828;163;3;2012.02.06
540705;12912345;201828;163;1;2015.12.25
540805;24512345;201828;163;3;2010.03.01
540905;21912345;201828;263;3;2016.12.20
541005;33412345;201828;263;2;2016.10.13
541105;33412345;201828;263;3;2018.02.27
541205;40554321;201828;363;2;2010.11.24
541305;50854321;201828;363;3;2013.08.01
541405;50154321;201828;363;1;2016.07.05
541505;63654321;201828;463;2;2017.03.07
541605;78898765;201828;463;2;2012.09.06
541705;79398765;201828;463;2;2011.03.02
541805;71698765;201828;163;3;2015.04.20
541905;83998765;201828;263;3;2017.12.15
542005;97798765;201828;363;1;2018.02.20
542105;11712345;201829;164;2;2014.08.08
542205;12312345;201829;164;1;2018.03.13
542305;22512345;201829;164;1;2017.03.01
542405;24012345;201829;264;3;2012.12.15
542505;34012345;201829;264;1;2017.06.27
542605;30812345;201829;264;3;2013.10.17
542705;41254321;201829;364;3;2010.12.03
542805;50254321;201829;364;2;2012.07.19
542905;50854321;201829;364;3;2013.04.10
543005;60154321;201829;464;3;2017.05.30
543105;77098765;201829;464;3;2016.09.24
543205;78698765;201829;464;2;2014.10.20
543305;72398765;201829;164;3;2011.07.19
543405;81198765;201829;264;3;2012.03.25
543505;91498765;201829;364;1;2017.02.23
543605;10512345;201830;165;3;2010.11.13
543705;11112345;201830;165;3;2014.11.11
543805;23212345;201830;165;2;2016.09.10
543905;20812345;201830;265;2;2013.07.04
544005;32512345;201830;265;3;2012.05.29
544105;33912345;201830;265;2;2012.08.06
544205;40154321;201830;365;3;2017.12.24
544305;50454321;201830;365;3;2012.11.25
544405;53354321;201830;365;3;2014.02.06
544505;61254321;201830;465;2;2011.04.15
544605;70298765;201830;465;2;2010.12.29
544705;76198765;201830;465;3;2013.12.01
544805;71398765;201830;165;3;2015.04.13
544905;80398765;201830;265;2;2011.01.15
545005;93698765;201830;365;1;2015.12.08
545105;13512345;201831;171;3;2011.05.29
545205;14012345;201831;171;2;2017.07.27
545305;21812345;201831;171;3;2015.06.23
545405;21812345;201831;271;2;2015.08.22
545505;30712345;201831;271;3;2011.04.28
545605;32712345;201831;271;2;2012.11.16
545705;41454321;201831;371;2;2010.08.21
545805;50654321;201831;371;3;2011.12.21
545905;51054321;201831;371;2;2011.02.13
546005;62354321;201831;471;1;2011.02.14
546105;74698765;201831;471;2;2012.09.25
546205;71698765;201831;471;3;2010.05.27
546305;79098765;201831;171;2;2011.11.27
546405;82298765;201831;271;1;2011.04.26
546505;95798765;201831;371;3;2018.02.06
546605;10612345;201832;172;2;2011.03.15
546705;13312345;201832;172;2;2011.08.19
546805;22512345;201832;172;1;2018.05.08
546905;22412345;201832;272;2;2014.09.11
547005;34512345;201832;272;1;2013.01.11
547105;31412345;201832;272;2;2013.02.13
547205;43954321;201832;372;3;2012.04.19
547305;53954321;201832;372;2;2010.07.04
547405;51754321;201832;372;3;2010.09.20
547505;63154321;201832;472;1;2013.01.02
547605;78898765;201832;472;3;2013.06.21
547705;73798765;201832;472;2;2014.05.15
547805;72298765;201832;172;1;2017.04.29
547905;81098765;201832;272;1;2017.07.04
548005;97098765;201832;372;1;2014.06.06
548105;14412345;201833;173;2;2015.08.22
548205;12812345;201833;173;2;2015.06.17
548305;21112345;201833;173;1;2016.04.07
548405;20212345;201833;273;2;2013.12.26
548505;31512345;201833;273;1;2013.07.01
548605;33412345;201833;273;3;2011.08.05
548705;40354321;201833;373;1;2017.04.03
548805;52754321;201833;373;2;2011.07.25
548905;53154321;201833;373;2;2016.08.15
549005;63154321;201833;473;3;2010.10.24
549105;78898765;201833;473;2;2018.02.13
549205;73498765;201833;473;3;2016.03.24
549305;77798765;201833;173;3;2016.06.28
549405;82298765;201833;273;2;2016.01.16
549505;93498765;201833;373;1;2013.08.24
549605;11412345;201834;174;3;2010.06.18
549705;14612345;201834;174;3;2013.03.15
549805;22812345;201834;174;2;2014.01.15
549905;23712345;201834;274;2;2016.06.24
550005;33012345;201834;274;3;2010.09.24
550105;33212345;201834;274;2;2013.12.17
550205;40354321;201834;374;2;2014.01.20
550305;52754321;201834;374;2;2015.04.05
550405;51754321;201834;374;2;2012.07.25
550505;60854321;201834;474;3;2013.09.24
550605;78498765;201834;474;2;2015.02.26
550705;76198765;201834;474;2;2015.04.04
550805;77998765;201834;174;1;2010.09.03
550905;83498765;201834;274;1;2012.07.29
551005;92798765;201834;374;3;2010.05.09
551105;12312345;201835;175;1;2018.02.26
551205;14412345;201835;175;2;2013.01.08
551305;22912345;201835;175;1;2016.02.21
551405;20812345;201835;275;3;2011.01.19
551505;32612345;201835;275;3;2014.10.20
551605;32812345;201835;275;2;2018.03.09
551705;41954321;201835;375;3;2014.02.03
551805;52454321;201835;375;2;2011.11.30
551905;53154321;201835;375;3;2014.09.08
552005;63954321;201835;475;3;2012.03.02
552105;73798765;201835;475;1;2012.05.31
552205;78298765;201835;475;2;2014.07.28
552305;74898765;201835;175;2;2015.05.19
552405;83498765;201835;275;2;2015.09.13
552505;95798765;201835;375;2;2010.04.08
552605;13612345;201836;181;3;2010.01.26
552705;13012345;201836;181;3;2010.06.10
552805;21712345;201836;181;1;2013.01.27
552905;21312345;201836;281;1;2013.11.19
553005;30812345;201836;281;2;2014.02.05
553105;33812345;201836;281;3;2015.06.18
553205;41854321;201836;381;2;2016.07.13
553305;53754321;201836;381;2;2013.06.25
553405;53654321;201836;381;3;2013.07.29
553505;61954321;201836;481;1;2011.05.27
553605;72298765;201836;481;3;2017.01.26
553705;76998765;201836;481;3;2011.09.28
553805;78698765;201836;181;2;2018.04.19
553905;80298765;201836;281;2;2018.01.10
554005;94998765;201836;381;3;2014.05.19
554105;13912345;201837;182;1;2016.06.12
554205;11912345;201837;182;1;2016.08.12
554305;21212345;201837;182;1;2016.06.19
554405;20612345;201837;282;1;2010.04.23
554505;34012345;201837;282;2;2012.12.31
554605;32712345;201837;282;1;2014.05.17
554705;42954321;201837;382;2;2013.08.12
554805;50154321;201837;382;1;2014.03.04
554905;53254321;201837;382;2;2013.03.29
555005;60654321;201837;482;2;2013.11.27
555105;76598765;201837;482;1;2014.11.08
555205;75498765;201837;482;2;2012.10.14
555305;71198765;201837;182;2;2011.09.17
555405;83598765;201837;282;2;2012.01.15
555505;92498765;201837;382;1;2010.12.18
555605;10112345;201838;183;3;2011.02.14
555705;11512345;201838;183;1;2015.03.04
555805;20912345;201838;183;1;2014.04.04
555905;21012345;201838;283;1;2017.12.15
556005;31712345;201838;283;2;2013.11.01
556105;32612345;201838;283;1;2013.07.21
556205;43654321;201838;383;1;2017.07.10
556305;51454321;201838;383;2;2012.10.04
556405;54054321;201838;383;1;2014.08.25
556505;62854321;201838;483;3;2016.09.23
556605;71998765;201838;483;3;2014.06.06
556705;75298765;201838;483;2;2011.05.22
556805;75398765;201838;183;3;2012.12.26
556905;80498765;201838;283;1;2016.06.14
557005;93598765;201838;383;1;2015.11.08
557105;11012345;201839;184;3;2010.07.30
557205;10312345;201839;184;3;2012.07.17
557305;21112345;201839;184;1;2017.04.01
557405;23812345;201839;284;1;2015.07.13
557505;33512345;201839;284;2;2011.06.30
557605;30212345;201839;284;3;2010.09.19
557705;42154321;201839;384;2;2014.11.16
557805;52154321;201839;384;2;2012.07.21
557905;50854321;201839;384;1;2014.01.22
558005;61854321;201839;484;3;2014.03.23
558105;72798765;201839;484;3;2012.02.27
558205;79998765;201839;484;1;2016.12.29
558305;70198765;201839;184;3;2012.06.16
558405;80498765;201839;284;2;2012.03.25
558505;90598765;201839;384;1;2013.11.20
558605;13412345;201840;185;2;2017.05.21
558705;12612345;201840;185;2;2012.05.01
558805;20512345;201840;185;3;2018.01.09
558905;20212345;201840;285;3;2011.03.16
559005;32912345;201840;285;3;2011.02.02
559105;34112345;201840;285;1;2018.02.21
559205;41954321;201840;385;3;2013.11.17
559305;53454321;201840;385;3;2015.11.16
559405;50554321;201840;385;2;2016.09.06
559505;62054321;201840;485;3;2013.08.02
559605;78298765;201840;485;1;2013.09.10
559705;77998765;201840;485;2;2012.11.24
559805;73298765;201840;185;3;2016.04.03
559905;83498765;201840;285;1;2016.02.14
560005;97998765;201840;385;3;2012.11.19
560105;10312345;201841;191;1;2013.08.26
560205;11512345;201841;191;2;2011.04.13
560305;21212345;201841;191;2;2015.10.10
560405;22812345;201841;291;1;2010.09.03
560505;34012345;201841;291;1;2014.04.15
560605;32212345;201841;291;3;2014.05.09
560705;41754321;201841;391;3;2011.03.09
560805;53354321;201841;391;3;2016.11.26
560905;51354321;201841;391;1;2014.12.08
561005;63454321;201841;491;3;2013.12.03
561105;79598765;201841;491;2;2014.12.25
561205;78598765;201841;491;2;2015.12.21
561305;77998765;201841;191;1;2010.03.06
561405;80898765;201841;291;2;2018.02.24
561505;92298765;201841;391;2;2015.09.01
561605;10412345;201842;192;1;2016.01.27
561705;14012345;201842;192;2;2016.06.17
561805;20312345;201842;192;3;2015.02.06
561905;22412345;201842;292;3;2015.09.15
562005;30912345;201842;292;3;2015.02.23
562105;32212345;201842;292;1;2018.01.12
562205;41154321;201842;392;2;2011.06.19
562305;51654321;201842;392;1;2014.02.19
562405;52254321;201842;392;2;2016.08.20
562505;64054321;201842;492;3;2012.06.25
562605;78098765;201842;492;1;2017.03.27
562705;79198765;201842;492;3;2011.02.05
562805;76298765;201842;192;1;2015.06.01
562905;80298765;201842;292;2;2018.01.21
563005;90398765;201842;392;1;2010.12.03
563105;13712345;201843;193;2;2011.06.21
563205;11112345;201843;193;1;2016.09.01
563305;21712345;201843;193;3;2013.07.29
563405;22612345;201843;293;3;2015.01.01
563505;30312345;201843;293;3;2017.03.11
563605;31412345;201843;293;2;2016.03.16
563705;42754321;201843;393;1;2014.06.08
563805;53054321;201843;393;3;2013.04.21
563905;52554321;201843;393;1;2017.06.10
564005;62554321;201843;493;3;2013.02.21
564105;78798765;201843;493;1;2016.06.29
564205;78098765;201843;493;2;2016.12.27
564305;77998765;201843;193;3;2017.05.05
564405;82998765;201843;293;2;2011.01.18
564505;93398765;201843;393;3;2016.11.18
564605;13912345;201844;194;3;2014.04.29
564705;11812345;201844;194;3;2013.10.23
564805;24012345;201844;194;2;2017.06.07
564905;20912345;201844;294;1;2010.02.17
565005;30612345;201844;294;2;2015.01.17
565105;31712345;201844;294;3;2013.04.25
565205;40754321;201844;394;3;2016.10.08
565305;51654321;201844;394;3;2010.05.23
565405;52654321;201844;394;3;2013.08.11
565505;60354321;201844;494;1;2011.04.13
565605;77098765;201844;494;2;2011.09.27
565705;76898765;201844;494;3;2015.11.01
565805;72898765;201844;194;2;2017.03.01
565905;84898765;201844;294;1;2016.11.22
566005;94898765;201844;394;1;2014.09.19
566105;14512345;201845;195;2;2013.09.04
566205;10412345;201845;195;2;2016.05.02
